"id","area","area_th","difficulty","prompt_th","option_a","option_b","option_c","option_d","correct_option","correct_answer","source_explanation","junior_answer","junior_review","senior_answer","senior_review","team_lead_answer","team_lead_review","banking_reference","review_tags","ba_confirm"
"rg-rlcm-078","requirements_lifecycle","Requirements Life Cycle Management","hard","ศูนย์บริการลูกค้าของธนาคาร พบ dependency ระหว่าง requirement ของ contact center, knowledge base, CRM และ case management และ process รับเคสผลิตภัณฑ์ธนาคาร ค้นหาคำตอบ ให้คำแนะนำ บันทึกผล และปิดเคส หาก requirement ต้นทางเปลี่ยน BA ควรทำอย่างไรเพื่อควบคุมผลกระทบ?","เปลี่ยนเฉพาะ requirement ต้นทางโดยไม่แจ้งทีมอื่นเพราะ dependency จะถูกพบเองตอน build","ลบ requirement downstream ทั้งหมดทันทีเพื่อไม่ให้เกิดความเสี่ยง","บันทึก relationship/dependency และใช้ traceability เพื่อแจ้ง owner ของ requirement downstream, test และ release ที่เกี่ยวข้อง","ให้ QA รับผิดชอบค้นหา dependency เองหลัง test case ล้มเหลว","C","บันทึก relationship/dependency และใช้ traceability เพื่อแจ้ง owner ของ requirement downstream, test และ release ที่เกี่ยวข้อง","Lifecycle management ต้องควบคุม relationship ระหว่าง requirement เมื่อ requirement หนึ่งเปลี่ยน BA ควรใช้ traceability แจ้งผลกระทบต่อ downstream requirement, test และ release ก่อนเกิด defect","C. บันทึก relationship/dependency และใช้ traceability เพื่อแจ้ง owner ของ requirement downstream, test และ release ที่เกี่ยวข้อง","Junior ควรมองหา owner, status, traceability, baseline, impact analysis และ change communication แทนการปล่อยให้ทีมเดาหลัง build จุดระวัง: อย่าจำแค่คำตอบ ให้โยงกับ evidence ในโจทย์และระบุ assumption ที่ยังไม่รู้","C. บันทึก relationship/dependency และใช้ traceability เพื่อแจ้ง owner ของ requirement downstream, test และ release ที่เกี่ยวข้อง","Senior review: ต้องเห็นผลกระทบต่อ downstream requirement, API, data, test case, release, training และ operation readiness ก่อนอนุมัติ change Bank lens: bank-native context; change/traceability","C. บันทึก relationship/dependency และใช้ traceability เพื่อแจ้ง owner ของ requirement downstream, test และ release ที่เกี่ยวข้อง","Team Lead gate: พร้อมเมื่อ requirement มี status/version/source/rationale ครบ และ impact analysis ครอบคลุม design, test, release, operation และ compliance Decision: ตอบข้อนี้ได้ แต่ก่อนส่ง dev/test ต้องมี evidence, owner และ acceptance/checkpoint ที่ตรวจสอบได้","บริบทธนาคาร: คุมวงจร UR/BRD/API/test case ด้วย owner, status, version, source, rationale, traceability และ impact analysis ทุกครั้งที่เปลี่ยน","bank-native context; change/traceability","ควรให้ senior/lead review ก่อน baseline เพราะโจทย์มี trade-off หรือ impact หลายมิติ"
"rg-rlcm-079","requirements_lifecycle","Requirements Life Cycle Management","hard","หลัง release แรกของ สร้าง knowledge base สำหรับ agent ตอบคำถามผลิตภัณฑ์ธนาคารและเคสบริการ stakeholder ขอเพิ่ม feature ที่ไม่ชัดว่าสนับสนุน ลด average handling time และเพิ่ม first contact resolution BA ควรทำอย่างไรเพื่อรักษาความสอดคล้องกับ value?","ทบทวน alignment กับ business objective และวัดผลกระทบต่อ value/risk ก่อนปรับ priority หรือ scope","เพิ่มเข้า backlog อันดับหนึ่งทันทีเพราะเป็นคำขอหลัง go-live","ปฏิเสธทุก feature หลัง release แรกเพราะ requirement lifecycle จบแล้ว","ให้ทีมออกแบบหน้าจอก่อนแล้วค่อยหาว่าเชื่อมกับ objective ใดภายหลัง","A","ทบทวน alignment กับ business objective และวัดผลกระทบต่อ value/risk ก่อนปรับ priority หรือ scope","Requirement ไม่ได้จบเมื่อ release แล้ว BA ต้อง monitor ว่ายังสอดคล้องกับ objective/value หรือไม่ คำขอใหม่ควรถูกประเมิน alignment, value และ risk ก่อนตัดสิน priority","A. ทบทวน alignment กับ business objective และวัดผลกระทบต่อ value/risk ก่อนปรับ priority หรือ scope","Junior ควรมองหา owner, status, traceability, baseline, impact analysis และ change communication แทนการปล่อยให้ทีมเดาหลัง build จุดระวัง: อย่าจำแค่คำตอบ ให้โยงกับ evidence ในโจทย์และระบุ assumption ที่ยังไม่รู้","A. ทบทวน alignment กับ business objective และวัดผลกระทบต่อ value/risk ก่อนปรับ priority หรือ scope","Senior review: ต้องเห็นผลกระทบต่อ downstream requirement, API, data, test case, release, training และ operation readiness ก่อนอนุมัติ change Bank lens: bank-native context; stakeholder alignment; value realization","A. ทบทวน alignment กับ business objective และวัดผลกระทบต่อ value/risk ก่อนปรับ priority หรือ scope","Team Lead gate: พร้อมเมื่อ requirement มี status/version/source/rationale ครบ และ impact analysis ครอบคลุม design, test, release, operation และ compliance Decision: ตอบข้อนี้ได้ แต่ก่อนส่ง dev/test ต้องมี evidence, owner และ acceptance/checkpoint ที่ตรวจสอบได้","บริบทธนาคาร: คุมวงจร UR/BRD/API/test case ด้วย owner, status, version, source, rationale, traceability และ impact analysis ทุกครั้งที่เปลี่ยน","bank-native context; stakeholder alignment; value realization","ควรตั้งเป็น BA confirm item ถ้าหลักฐาน policy/process owner ยังไม่ชัด"
"rg-rlcm-080","requirements_lifecycle","Requirements Life Cycle Management","hard","สร้าง knowledge base สำหรับ agent ตอบคำถามผลิตภัณฑ์ธนาคารและเคสบริการ มี change สำคัญที่กระทบผู้ใช้ bank call center agent และทีมปฏิบัติการ BA ควรสื่อสาร requirement change อย่างไรให้ลดความเสี่ยงมากที่สุด?","อัปเดตเอกสารกลางเงียบ ๆ โดยไม่แจ้งใครเพราะทุกคนควรเข้ามาอ่านเอง","ส่งข้อความเดียวแบบเทคนิคมากให้ทุกคนโดยไม่แยกผลกระทบตามกลุ่ม","สื่อสารสิ่งที่เปลี่ยน เหตุผล ผลกระทบ effective date และ action ที่แต่ละกลุ่มต้องทำ ผ่านช่องทางที่เหมาะกับ stakeholder","บอกเฉพาะทีมพัฒนาเพราะ requirement เป็นเรื่องของระบบเท่านั้น","C","สื่อสารสิ่งที่เปลี่ยน เหตุผล ผลกระทบ effective date และ action ที่แต่ละกลุ่มต้องทำ ผ่านช่องทางที่เหมาะกับ stakeholder","การสื่อสาร change เป็นส่วนสำคัญของ lifecycle management BA ต้องบอก what/why/impact/when/action ให้ stakeholder ที่เกี่ยวข้อง ไม่ใช่แค่อัปเดตเอกสารหรือแจ้งเฉพาะทีมเทคนิค","C. สื่อสารสิ่งที่เปลี่ยน เหตุผล ผลกระทบ effective date และ action ที่แต่ละกลุ่มต้องทำ ผ่านช่องทางที่เหมาะกับ stakeholder","Junior ควรมองหา owner, status, traceability, baseline, impact analysis และ change communication แทนการปล่อยให้ทีมเดาหลัง build จุดระวัง: อย่าจำแค่คำตอบ ให้โยงกับ evidence ในโจทย์และระบุ assumption ที่ยังไม่รู้","C. สื่อสารสิ่งที่เปลี่ยน เหตุผล ผลกระทบ effective date และ action ที่แต่ละกลุ่มต้องทำ ผ่านช่องทางที่เหมาะกับ stakeholder","Senior review: ต้องเห็นผลกระทบต่อ downstream requirement, API, data, test case, release, training และ operation readiness ก่อนอนุมัติ change Bank lens: bank-native context; data/system integration; stakeholder alignment; change/traceability","C. สื่อสารสิ่งที่เปลี่ยน เหตุผล ผลกระทบ effective date และ action ที่แต่ละกลุ่มต้องทำ ผ่านช่องทางที่เหมาะกับ stakeholder","Team Lead gate: พร้อมเมื่อ requirement มี status/version/source/rationale ครบ และ impact analysis ครอบคลุม design, test, release, operation และ compliance Decision: ตอบข้อนี้ได้ แต่ก่อนส่ง dev/test ต้องมี evidence, owner และ acceptance/checkpoint ที่ตรวจสอบได้","บริบทธนาคาร: คุมวงจร UR/BRD/API/test case ด้วย owner, status, version, source, rationale, traceability และ impact analysis ทุกครั้งที่เปลี่ยน","bank-native context; data/system integration; stakeholder alignment; change/traceability","ควรให้ senior/lead review ก่อน baseline เพราะโจทย์มี trade-off หรือ impact หลายมิติ"
"rg-rlcm-081","requirements_lifecycle","Requirements Life Cycle Management","easy","ทีม Merchant Acquiring ของธนาคาร ต้องการให้ requirement ของ ปรับระบบ settlement และ dispute สำหรับร้านค้ารับบัตร ตรวจสอบย้อนกลับถึง ลด settlement mismatch และลดเวลาตอบ dispute ร้านค้า และ test case ได้ BA ควรใช้ artifact หรือแนวทางใดมากที่สุด?","เก็บ requirement เป็นข้อความในแชตเพื่อให้ค้นหาด้วยชื่อคนพูด","ใช้เฉพาะ presentation สรุปผู้บริหารโดยไม่เชื่อมกับ test case","ตั้งชื่อ requirement ตามวันที่ประชุมเท่านั้นโดยไม่ระบุความสัมพันธ์","Requirements traceability ที่เชื่อม business objective, requirement, design decision, test case และ release scope","D","Requirements traceability ที่เชื่อม business objective, requirement, design decision, test case และ release scope","Requirements Life Cycle Management เน้นการติดตาม requirement ตลอดชีวิตของมัน Traceability ช่วยพิสูจน์ว่า requirement มาจาก objective ใด กระทบ design/test ใด และอยู่ใน release ใด","D. Requirements traceability ที่เชื่อม business objective, requirement, design decision, test case และ release scope","Junior ควรมองหา owner, status, traceability, baseline, impact analysis และ change communication แทนการปล่อยให้ทีมเดาหลัง build จุดระวัง: อย่าจำแค่คำตอบ ให้โยงกับ evidence ในโจทย์และระบุ assumption ที่ยังไม่รู้","D. Requirements traceability ที่เชื่อม business objective, requirement, design decision, test case และ release scope","Senior review: ต้องเห็นผลกระทบต่อ downstream requirement, API, data, test case, release, training และ operation readiness ก่อนอนุมัติ change Bank lens: bank-native context; data/system integration; change/traceability","D. Requirements traceability ที่เชื่อม business objective, requirement, design decision, test case และ release scope","Team Lead gate: พร้อมเมื่อ requirement มี status/version/source/rationale ครบ และ impact analysis ครอบคลุม design, test, release, operation และ compliance Decision: ตอบข้อนี้ได้ แต่ก่อนส่ง dev/test ต้องมี evidence, owner และ acceptance/checkpoint ที่ตรวจสอบได้","บริบทธนาคาร: คุมวงจร UR/BRD/API/test case ด้วย owner, status, version, source, rationale, traceability และ impact analysis ทุกครั้งที่เปลี่ยน","bank-native context; data/system integration; change/traceability","ไม่ต้อง escalate หากมีหลักฐาน requirement และ owner ชัด"
"rg-rlcm-082","requirements_lifecycle","Requirements Life Cycle Management","easy","Backlog ของ ปรับระบบ settlement และ dispute สำหรับร้านค้ารับบัตร มี requirement มากกว่าความสามารถของทีมใน release แรก BA ควรช่วยจัดลำดับด้วยแนวคิดใดเหมาะที่สุด?","เลือก requirement ที่เขียนง่ายที่สุดทั้งหมดก่อนโดยไม่ดูคุณค่าทางธุรกิจ","ใช้เกณฑ์ value, risk, urgency, dependency และ effort ร่วมกับ stakeholder เพื่อจัดลำดับอย่างโปร่งใส","เลือก requirement ตามลำดับเวลาที่คนส่งเข้ามาเท่านั้น","รับทุก requirement เข้า release แรกเพื่อหลีกเลี่ยงการปฏิเสธ stakeholder","B","ใช้เกณฑ์ value, risk, urgency, dependency และ effort ร่วมกับ stakeholder เพื่อจัดลำดับอย่างโปร่งใส","Prioritization ต้องพิจารณาคุณค่า ความเสี่ยง ความเร่งด่วน dependency และ effort ไม่ใช่เลือกตามความง่ายหรือความดังของ stakeholder การตกลงเกณฑ์ช่วยให้ decision มีเหตุผล","B. ใช้เกณฑ์ value, risk, urgency, dependency และ effort ร่วมกับ stakeholder เพื่อจัดลำดับอย่างโปร่งใส","Junior ควรมองหา owner, status, traceability, baseline, impact analysis และ change communication แทนการปล่อยให้ทีมเดาหลัง build จุดระวัง: อย่าจำแค่คำตอบ ให้โยงกับ evidence ในโจทย์และระบุ assumption ที่ยังไม่รู้","B. ใช้เกณฑ์ value, risk, urgency, dependency และ effort ร่วมกับ stakeholder เพื่อจัดลำดับอย่างโปร่งใส","Senior review: ต้องเห็นผลกระทบต่อ downstream requirement, API, data, test case, release, training และ operation readiness ก่อนอนุมัติ change Bank lens: data/system integration; stakeholder alignment; value realization","B. ใช้เกณฑ์ value, risk, urgency, dependency และ effort ร่วมกับ stakeholder เพื่อจัดลำดับอย่างโปร่งใส","Team Lead gate: พร้อมเมื่อ requirement มี status/version/source/rationale ครบ และ impact analysis ครอบคลุม design, test, release, operation และ compliance Decision: ตอบข้อนี้ได้ แต่ก่อนส่ง dev/test ต้องมี evidence, owner และ acceptance/checkpoint ที่ตรวจสอบได้","บริบทธนาคาร: คุมวงจร UR/BRD/API/test case ด้วย owner, status, version, source, rationale, traceability และ impact analysis ทุกครั้งที่เปลี่ยน","data/system integration; stakeholder alignment; value realization","ไม่ต้อง escalate หากมีหลักฐาน requirement และ owner ชัด"
"rg-rlcm-083","requirements_lifecycle","Requirements Life Cycle Management","easy","หลัง review requirement ของ รับรายการชำระเงิน คำนวณ fee settle เข้าบัญชี และจัดการ dispute BA พบว่าบาง requirement ยังไม่มีเจ้าของและสถานะไม่ชัด ข้อมูล attribute ใดช่วย lifecycle management ได้มากที่สุด?","สีพื้นหลังของเอกสารและ font ที่ใช้ในหัวข้อ requirement","จำนวนครั้งที่ requirement ถูกพูดถึงในแชตโดยไม่รู้ที่มา","ชื่อเล่นของผู้เข้าประชุมทุกคนโดยไม่เชื่อมกับ requirement","owner, status, priority, source, rationale, version และ related requirement","D","owner, status, priority, source, rationale, version และ related requirement","Requirement attributes ช่วยให้ติดตามและจัดการ requirement ได้ตลอด lifecycle เช่น owner, status, priority, source, rationale, version และ relationship ข้อมูลตกแต่งเอกสารไม่ช่วยควบคุม requirement","D. owner, status, priority, source, rationale, version และ related requirement","Junior ควรมองหา owner, status, traceability, baseline, impact analysis และ change communication แทนการปล่อยให้ทีมเดาหลัง build จุดระวัง: อย่าจำแค่คำตอบ ให้โยงกับ evidence ในโจทย์และระบุ assumption ที่ยังไม่รู้","D. owner, status, priority, source, rationale, version และ related requirement","Senior review: ต้องเห็นผลกระทบต่อ downstream requirement, API, data, test case, release, training และ operation readiness ก่อนอนุมัติ change Bank lens: data/system integration; change/traceability","D. owner, status, priority, source, rationale, version และ related requirement","Team Lead gate: พร้อมเมื่อ requirement มี status/version/source/rationale ครบ และ impact analysis ครอบคลุม design, test, release, operation และ compliance Decision: ตอบข้อนี้ได้ แต่ก่อนส่ง dev/test ต้องมี evidence, owner และ acceptance/checkpoint ที่ตรวจสอบได้","บริบทธนาคาร: คุมวงจร UR/BRD/API/test case ด้วย owner, status, version, source, rationale, traceability และ impact analysis ทุกครั้งที่เปลี่ยน","data/system integration; change/traceability","ควรตั้งเป็น BA confirm item ถ้าหลักฐาน policy/process owner ยังไม่ชัด"
"rg-rlcm-084","requirements_lifecycle","Requirements Life Cycle Management","medium","กลางโครงการ ปรับระบบ settlement และ dispute สำหรับร้านค้ารับบัตร มี change request ที่อาจกระทบ acquiring platform, settlement engine, merchant portal และ core banking, MDR fee, settlement cycle, chargeback rule และ merchant risk hold และ ลด settlement mismatch และลดเวลาตอบ dispute ร้านค้า BA ควรทำอะไรก่อนแนะนำให้ approve หรือ reject?","approve ทันทีหากผู้ขอเป็นผู้บริหารระดับสูง","ทำ impact analysis ครอบคลุม business value, requirement ที่เกี่ยวข้อง, process, data, system, test และ release plan","reject ทันทีเพราะ change request หลังเริ่มโครงการไม่ควรถูกพิจารณา","ส่งให้ developer ประเมินเฉพาะเวลาทำ code โดยไม่ดู business impact","B","ทำ impact analysis ครอบคลุม business value, requirement ที่เกี่ยวข้อง, process, data, system, test และ release plan","Change assessment ต้องมองผลกระทบครบตั้งแต่ business value ถึง release/test ไม่ใช่ตัดสินจากตำแหน่งผู้ขอหรือ effort ด้าน code อย่างเดียว BA มีบทบาททำให้ decision โปร่งใส","B. ทำ impact analysis ครอบคลุม business value, requirement ที่เกี่ยวข้อง, process, data, system, test และ release plan","Junior ควรมองหา owner, status, traceability, baseline, impact analysis และ change communication แทนการปล่อยให้ทีมเดาหลัง build จุดระวัง: อย่าจำแค่คำตอบ ให้โยงกับ evidence ในโจทย์และระบุ assumption ที่ยังไม่รู้","B. ทำ impact analysis ครอบคลุม business value, requirement ที่เกี่ยวข้อง, process, data, system, test และ release plan","Senior review: ต้องเห็นผลกระทบต่อ downstream requirement, API, data, test case, release, training และ operation readiness ก่อนอนุมัติ change Bank lens: data/system integration; change/traceability; value realization","B. ทำ impact analysis ครอบคลุม business value, requirement ที่เกี่ยวข้อง, process, data, system, test และ release plan","Team Lead gate: พร้อมเมื่อ requirement มี status/version/source/rationale ครบ และ impact analysis ครอบคลุม design, test, release, operation และ compliance Decision: ตอบข้อนี้ได้ แต่ก่อนส่ง dev/test ต้องมี evidence, owner และ acceptance/checkpoint ที่ตรวจสอบได้","บริบทธนาคาร: คุมวงจร UR/BRD/API/test case ด้วย owner, status, version, source, rationale, traceability และ impact analysis ทุกครั้งที่เปลี่ยน","data/system integration; change/traceability; value realization","ไม่ต้อง escalate หากมีหลักฐาน requirement และ owner ชัด"
"rg-rlcm-085","requirements_lifecycle","Requirements Life Cycle Management","medium","Merchant Operations, Finance, Risk, Card Scheme และร้านค้า เห็นต่างกันว่า requirement ใดควรเป็น mandatory สำหรับ ร้านค้าที่รับชำระผ่านเครื่อง EDC และ QR BA ควรจัดการ conflict นี้ใน lifecycle อย่างไร?","ลบ requirement ที่มี conflict ทั้งหมดออกเพื่อให้เอกสารดูสะอาด","เลือกความเห็นของ stakeholder ที่ตอบอีเมลเร็วที่สุด","ปล่อย conflict ไว้จนถึง UAT เพราะผู้ใช้จะบอกเองว่าต้องการอะไร","เชื่อม requirement กับ source/rationale และใช้ agreed decision criteria เพื่อ resolve หรือ escalate อย่างมีหลักฐาน","D","เชื่อม requirement กับ source/rationale และใช้ agreed decision criteria เพื่อ resolve หรือ escalate อย่างมีหลักฐาน","Requirement conflict ต้องถูกจัดการด้วย source, rationale และ decision criteria ที่ตกลงไว้ หากตัดสินไม่ได้จึง escalate การปล่อย conflict ถึง UAT ทำให้ rework สูงและเสี่ยงต่อ release","D. เชื่อม requirement กับ source/rationale และใช้ agreed decision criteria เพื่อ resolve หรือ escalate อย่างมีหลักฐาน","Junior ควรมองหา owner, status, traceability, baseline, impact analysis และ change communication แทนการปล่อยให้ทีมเดาหลัง build จุดระวัง: อย่าจำแค่คำตอบ ให้โยงกับ evidence ในโจทย์และระบุ assumption ที่ยังไม่รู้","D. เชื่อม requirement กับ source/rationale และใช้ agreed decision criteria เพื่อ resolve หรือ escalate อย่างมีหลักฐาน","Senior review: ต้องเห็นผลกระทบต่อ downstream requirement, API, data, test case, release, training และ operation readiness ก่อนอนุมัติ change Bank lens: bank-native context; data/system integration; stakeholder alignment","D. เชื่อม requirement กับ source/rationale และใช้ agreed decision criteria เพื่อ resolve หรือ escalate อย่างมีหลักฐาน","Team Lead gate: พร้อมเมื่อ requirement มี status/version/source/rationale ครบ และ impact analysis ครอบคลุม design, test, release, operation และ compliance Decision: ตอบข้อนี้ได้ แต่ก่อนส่ง dev/test ต้องมี evidence, owner และ acceptance/checkpoint ที่ตรวจสอบได้","บริบทธนาคาร: คุมวงจร UR/BRD/API/test case ด้วย owner, status, version, source, rationale, traceability และ impact analysis ทุกครั้งที่เปลี่ยน","bank-native context; data/system integration; stakeholder alignment","ไม่ต้อง escalate หากมีหลักฐาน requirement และ owner ชัด"
"rg-rlcm-086","requirements_lifecycle","Requirements Life Cycle Management","medium","ทีม Merchant Acquiring ของธนาคาร ต้องการ baseline requirement สำหรับ ปรับระบบ settlement และ dispute สำหรับร้านค้ารับบัตร ก่อนเริ่ม build แต่ยังมี open issue หลายข้อ BA ควรแนะนำอย่างไร?","baseline ทุกอย่างรวมถึง requirement ที่ยังไม่ผ่าน review เพื่อให้ดูครบ","baseline เฉพาะ requirement ที่ validated/approved แล้ว และแยก open issue พร้อม owner/date สำหรับการตัดสินใจ","ไม่ต้อง baseline อะไรเลยเพราะ baseline ทำให้ทีมเคลื่อนช้าเสมอ","ให้ developer เลือกเองว่า requirement ใดพร้อมโดยไม่ต้องมี stakeholder approval","B","baseline เฉพาะ requirement ที่ validated/approved แล้ว และแยก open issue พร้อม owner/date สำหรับการตัดสินใจ","Baseline คือจุดอ้างอิงที่ควรมีความพร้อมและอนุมัติแล้ว หากยังมี open issue ต้องแยกติดตาม ไม่ควรรวม requirement ที่ยังไม่ validated เข้า baseline จนทำให้ทีมเข้าใจผิด","B. baseline เฉพาะ requirement ที่ validated/approved แล้ว และแยก open issue พร้อม owner/date สำหรับการตัดสินใจ","Junior ควรมองหา owner, status, traceability, baseline, impact analysis และ change communication แทนการปล่อยให้ทีมเดาหลัง build จุดระวัง: อย่าจำแค่คำตอบ ให้โยงกับ evidence ในโจทย์และระบุ assumption ที่ยังไม่รู้","B. baseline เฉพาะ requirement ที่ validated/approved แล้ว และแยก open issue พร้อม owner/date สำหรับการตัดสินใจ","Senior review: ต้องเห็นผลกระทบต่อ downstream requirement, API, data, test case, release, training และ operation readiness ก่อนอนุมัติ change Bank lens: bank-native context; compliance/policy; data/system integration; stakeholder alignment; change/traceability; value realization","B. baseline เฉพาะ requirement ที่ validated/approved แล้ว และแยก open issue พร้อม owner/date สำหรับการตัดสินใจ","Team Lead gate: พร้อมเมื่อ requirement มี status/version/source/rationale ครบ และ impact analysis ครอบคลุม design, test, release, operation และ compliance Decision: ตอบข้อนี้ได้ แต่ก่อนส่ง dev/test ต้องมี evidence, owner และ acceptance/checkpoint ที่ตรวจสอบได้","บริบทธนาคาร: คุมวงจร UR/BRD/API/test case ด้วย owner, status, version, source, rationale, traceability และ impact analysis ทุกครั้งที่เปลี่ยน","bank-native context; compliance/policy; data/system integration; stakeholder alignment; change/traceability; value realization","ควรตั้งเป็น BA confirm item ถ้าหลักฐาน policy/process owner ยังไม่ชัด"
"rg-rlcm-087","requirements_lifecycle","Requirements Life Cycle Management","medium","Requirement หนึ่งของ ปรับระบบ settlement และ dispute สำหรับร้านค้ารับบัตร ถูกนำกลับมาใช้จากระบบเดิม แต่บริบทใหม่มี MDR fee, settlement cycle, chargeback rule และ merchant risk hold BA ควรทำอะไรก่อน reuse requirement?","คัดลอก requirement เดิมทั้งหมดเพราะเคยใช้งานมาแล้วจึงถูกต้องเสมอ","ลบ rationale เดิมออกเพื่อไม่ให้คนถามว่ามาจากที่ใด","ใช้เฉพาะชื่อ requirement เดิมและให้ทีมพัฒนาเดารายละเอียดเอง","ตรวจสอบความเหมาะสมกับบริบทใหม่ source ปัจจุบัน constraint และปรับ rationale/acceptance criteria ให้ทันสมัย","D","ตรวจสอบความเหมาะสมกับบริบทใหม่ source ปัจจุบัน constraint และปรับ rationale/acceptance criteria ให้ทันสมัย","Requirement reuse ช่วยประหยัดเวลาได้ แต่ต้อง validate กับบริบทใหม่ เพราะ constraint, process และ stakeholder อาจเปลี่ยน BA ต้องตรวจ source/rationale/acceptance criteria ก่อนนำกลับมาใช้","D. ตรวจสอบความเหมาะสมกับบริบทใหม่ source ปัจจุบัน constraint และปรับ rationale/acceptance criteria ให้ทันสมัย","Junior ควรมองหา owner, status, traceability, baseline, impact analysis และ change communication แทนการปล่อยให้ทีมเดาหลัง build จุดระวัง: อย่าจำแค่คำตอบ ให้โยงกับ evidence ในโจทย์และระบุ assumption ที่ยังไม่รู้","D. ตรวจสอบความเหมาะสมกับบริบทใหม่ source ปัจจุบัน constraint และปรับ rationale/acceptance criteria ให้ทันสมัย","Senior review: ต้องเห็นผลกระทบต่อ downstream requirement, API, data, test case, release, training และ operation readiness ก่อนอนุมัติ change Bank lens: data/system integration; stakeholder alignment","D. ตรวจสอบความเหมาะสมกับบริบทใหม่ source ปัจจุบัน constraint และปรับ rationale/acceptance criteria ให้ทันสมัย","Team Lead gate: พร้อมเมื่อ requirement มี status/version/source/rationale ครบ และ impact analysis ครอบคลุม design, test, release, operation และ compliance Decision: ตอบข้อนี้ได้ แต่ก่อนส่ง dev/test ต้องมี evidence, owner และ acceptance/checkpoint ที่ตรวจสอบได้","บริบทธนาคาร: คุมวงจร UR/BRD/API/test case ด้วย owner, status, version, source, rationale, traceability และ impact analysis ทุกครั้งที่เปลี่ยน","data/system integration; stakeholder alignment","ไม่ต้อง escalate หากมีหลักฐาน requirement และ owner ชัด"
"rg-rlcm-088","requirements_lifecycle","Requirements Life Cycle Management","hard","ทีม Merchant Acquiring ของธนาคาร พบ dependency ระหว่าง requirement ของ acquiring platform, settlement engine, merchant portal และ core banking และ process รับรายการชำระเงิน คำนวณ fee settle เข้าบัญชี และจัดการ dispute หาก requirement ต้นทางเปลี่ยน BA ควรทำอย่างไรเพื่อควบคุมผลกระทบ?","เปลี่ยนเฉพาะ requirement ต้นทางโดยไม่แจ้งทีมอื่นเพราะ dependency จะถูกพบเองตอน build","บันทึก relationship/dependency และใช้ traceability เพื่อแจ้ง owner ของ requirement downstream, test และ release ที่เกี่ยวข้อง","ลบ requirement downstream ทั้งหมดทันทีเพื่อไม่ให้เกิดความเสี่ยง","ให้ QA รับผิดชอบค้นหา dependency เองหลัง test case ล้มเหลว","B","บันทึก relationship/dependency และใช้ traceability เพื่อแจ้ง owner ของ requirement downstream, test และ release ที่เกี่ยวข้อง","Lifecycle management ต้องควบคุม relationship ระหว่าง requirement เมื่อ requirement หนึ่งเปลี่ยน BA ควรใช้ traceability แจ้งผลกระทบต่อ downstream requirement, test และ release ก่อนเกิด defect","B. บันทึก relationship/dependency และใช้ traceability เพื่อแจ้ง owner ของ requirement downstream, test และ release ที่เกี่ยวข้อง","Junior ควรมองหา owner, status, traceability, baseline, impact analysis และ change communication แทนการปล่อยให้ทีมเดาหลัง build จุดระวัง: อย่าจำแค่คำตอบ ให้โยงกับ evidence ในโจทย์และระบุ assumption ที่ยังไม่รู้","B. บันทึก relationship/dependency และใช้ traceability เพื่อแจ้ง owner ของ requirement downstream, test และ release ที่เกี่ยวข้อง","Senior review: ต้องเห็นผลกระทบต่อ downstream requirement, API, data, test case, release, training และ operation readiness ก่อนอนุมัติ change Bank lens: bank-native context; change/traceability","B. บันทึก relationship/dependency และใช้ traceability เพื่อแจ้ง owner ของ requirement downstream, test และ release ที่เกี่ยวข้อง","Team Lead gate: พร้อมเมื่อ requirement มี status/version/source/rationale ครบ และ impact analysis ครอบคลุม design, test, release, operation และ compliance Decision: ตอบข้อนี้ได้ แต่ก่อนส่ง dev/test ต้องมี evidence, owner และ acceptance/checkpoint ที่ตรวจสอบได้","บริบทธนาคาร: คุมวงจร UR/BRD/API/test case ด้วย owner, status, version, source, rationale, traceability และ impact analysis ทุกครั้งที่เปลี่ยน","bank-native context; change/traceability","ควรให้ senior/lead review ก่อน baseline เพราะโจทย์มี trade-off หรือ impact หลายมิติ"
